Integral Name,Class,Ra Obj,Dec Obj,Integral Alt Names,Maxi Name,Maxi ID,Swift Name,Swift ID,Fermi Name,Fermi ID,Swift Weak
RX J0501.6-7034,1300,75.34954,-70.5595,"SV* HV 2289, 2E 0501.8-7038, LAL 9",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
LEDA 075258,7000,75.5375,3.5305555,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0459+0544,7200,75.56438,6.152083,"QSO B0459+060, PKS J0502+0609",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
V1062 Tau,1640,75.614586,24.756306,"2E 0459.4+2441, 2E 1206, H 0500+24, H 0459+246, 2MASS J05022747+2445231, XSS J05019+2444, 1H 0459+248, AAVSO 0456+24",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0502.9-6626,1316,75.715,-66.44028,CAL E,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05053-7343,9999,76.1425,-73.8242,"Same as SWIFT_J0504.6-7345, 2MASX J05043414-7349269 counterpart coordinates",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0505.6-6735,7000,76.365,-67.567,2MASX J05052442-6734358,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0505.7-2348,7106,76.440414,-23.85389,"2MASX J05054575-2351139, XSS J05054-2348",noMaxi,noMaxi,XSS J05054-2348,XSSJ05054-2348,noFermi,noFermi,yes
NGC 1808,7000,76.92792,-37.514168,"1AXG J050743-3731, RX J0507.7-3730, 1RXS J050743.0-373030, IRAS F05059-3734",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05081+1722,7106,77.036,17.345,2MASX J05081967+1721483,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
GeV J0508+0540,7300,77.15,5.6666669999999995,"RGB J0509+056, TXS 0506+056",noMaxi,noMaxi,TXS 0506+056,TXS0506p056,noFermi,noFermi,yes
4U 0506-03,1500,77.409584,-4.010278,"[DGT2001] B0507-040, 1H 0506-039, 1RXS J050938.3-040037, EXO 0507.1-0404",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05104-6910,9999,77.622,-69.17,0.0,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0517+17,7105,77.68958,16.498611,"CSV 6150, 1H 0509+166, 2E 0507.8+1626, 1RXS J051045.4+162953, IRAS 05078+1626",IRAS 05078+1626,J0510+164,4U 0517+17,4U0517p17,noFermi,noFermi,yes
2EG J0511+5523,1700,77.75,55.8,3EG J0510+5545,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0509+01,1500,78.168335,3.1955560000000003,1H 0510+031,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0512.6-6717,1100,78.174164,-67.28971999999999,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0512-6150,1700,78.25,-61.8,QSO 0506-612 ?,noMaxi,noMaxi,PKS 0516-621,PKS0516-621,noFermi,noFermi,yes
4U 0546-88,1500,78.5,-88.2,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
1H 0512-401,1520,78.5275,-40.04361,"4U 0513-40, 3A 0512-401, 1RXS J051406.6-400234, EXO 0512-401, in NGC 1851",4U 0513-40,J0514-400,4U 0513-40,4U0513-40,noFermi,noFermi,yes
SWIFT J0515.3+1854,7000,78.845,18.95,,noMaxi,noMaxi,SWIFT J052522.48+241331.8,SWIFTJ0515.3p1853,noFermi,noFermi,yes
IGR J05157+1238,9999,78.908,12.673,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
GRO J0516-609,1700,79.0,-60.9,GRO J0516-60,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0516+2320,1700,79.0,23.3,com 91/6/11 Solar Flare,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0516.0-6916,1300,79.00041999999998,-69.269165,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Ark 120,7104,79.04784000000002,-0.150167,"AKN 120, QSO B0513-002, 2E 0513.6-0012, RX J051612-00087, IRAS F05136-0012, MCG+00-14-018, Mrk 1095, UGC 3271",Ark 120,J0516-001,QSO B0513-002,QSOB0513-002,noFermi,noFermi,yes
SWIFT J0516.3+1928,7000,79.094,19.483,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0519+06,5000,79.7,6.368333,"1H 0516+063, IRAS 05174+0631 ?",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0519.5-3140,7105,79.89875,-32.656944,"ESO 362-18, IRAS F05177-3242, LEDA 17103, MCG-05-13-017, RX J051936-32399, SWIFT J0501.9-3239",noMaxi,noMaxi,ESO 362- 18,ESO362-18,noFermi,noFermi,yes
PICTOR A,7404,79.95704,-45.77903,"QSO B0518-458, 1AXG J051956-4546, 2E 0518.4-4549, RX J0519.8-4546, 1RXS J051949.5-454644, PKS J0519-4546",noMaxi,noMaxi,Pictor A,PictorA,noFermi,noFermi,yes
LMC X-2,1400,80.12100000000002,-71.96480600000002,"1H 0521-720, 2E 0521.1-7157, 3A 0521-720, 4U 0520-72, RX J0520.4-7157, 1RXS J052027.6-715755, CAL 30",LMC X-2,J0520-719,LMC X-2,LMCX-2,noFermi,noFermi,yes
RX J0520.5-6932,1300,80.12625,-69.53445,-,RX J0520.5-6932,J0520-695,RX J0520.5-6932,RXJ0520.5-6932,RX J0520.5-6932,rxj0520,yes
4U 0518-26,1500,80.25,-26.2,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2EG J0520+2626,1700,80.25,25.8,3EG J0520+2556,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
LEDA 17155,7106,80.255875,-25.362473,IRAS F05189-2524,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2EG J0521+2206,1700,80.5,21.8,3EG J0521+2147,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
1H 0521+373,1300,80.64667,37.676109999999994,"4U 0515+38, HD 34921",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0521-365,7300,80.741585,-36.458584,"1AXG J052258-3626, 2E 0521.2-3630, 2EG J0524-3630, 3EG J0530-3626,, RX J0522.9-3627, 1RXS J052258.0-362729, PKS 0521-365, IRAS F",PKS 0521-365,J0522-364,QSO B0521-365,QSOB0521-365,noFermi,noFermi,yes
IGR J05253+6447,7000,81.11921,64.745476,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05255-0711,7204,81.29071,-7.1291943,NVSS J052509-070746,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0525.3+2413,1600,81.34458000000002,24.225916,"1RXS J052523.2+241331, SWIFT J0525.2+2413",noMaxi,noMaxi,SWIFT J052522.48+241331.8,SWIFTJ052522.48p241331.8,noFermi,noFermi,yes
SGR 0526-66,1720,81.50371,-66.07675,"GRB 820423A, RX J052600.3-660433",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05270-6631,7204,81.56021,-66.5125,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0527.8-6954,1400,81.956665,-69.903336,"[HP99] 1039, 1RXS J052749.6-645412",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05288-6840,9999,82.289,-68.718,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3A 0527-329,1640,82.35,-32.811,-,TV Col,J0529-328,TV Col,TVCol,noFermi,noFermi,yes
RX J0529.8-6556,1316,82.45167,-65.9475,RX J0529.7-6556,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05305-6559,9999,82.6375,-65.98389,1RXS J053043.4-655846,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PKS 0528+134,7200,82.735085,13.532,"[VV96] J053056.5+133155, 1AXG J053056+1331, 2E 0528.1+1329, 2EG J0531+1324, 3EG J0530+1323, RX J0530.9+1332, 1RXS J053057.3+1331",noMaxi,noMaxi,PKS 0528+134,PKS0528p134,noFermi,noFermi,yes
EXO 053109-6609.2,1316,82.80542,-66.11806,"RX J0531.2-6609, 1RXS J053111.0-660657, XMMU J053113.3-660705",noMaxi,noMaxi,RX J0531.2-6607,RXJ0531.2-6607,noFermi,noFermi,yes
RX J0531.5-6518,1100,82.90041,-65.30444,1RXS J053137.1-651759,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05319-6601,1000,82.96916999999998,-65.9945,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0531-2940,7200,83.0,-29.7,QSO 0537-286 ?,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0532.4-6535,1100,83.10541500000002,-65.58583,"GRV 0532-6536, 1RXS J053226.0-653505",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0532.5-6551,1100,83.13583,-65.861336,"GEN# +8.58650066, 1RXS J053224.1-655112",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0532.7-6926,1400,83.17833,-69.43833000000001,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
LMC X-4,1210,83.20746,-66.3705,"1H 0534-667, 2E 0532.8-6624, 3A 0529-660, RX J0532.8-6622, 4U 0532-664, 1RXS J053246.1-662203",LMC X-4,J0532-663,LMC X-4,LMCX-4,noFermi,noFermi,no
IGR J05329-7051,9999,83.226,-70.85300000000002,"3XMM J053257.8-705112,",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0533+4751,1700,83.25,47.9,-,noMaxi,noMaxi,QSO B0529+483,QSOB0529p483,noFermi,noFermi,yes
4U 0531-05,1500,83.275,-5.4408330000000005,"1H 0530-054, 3A 0532-053",Orion Nebula,J0533-054,noSwift,noSwift,noFermi,noFermi,noSwift
Crab,3101,83.63320999999998,22.014471,"V* CM Tau, SNR 184.6-05.8, PSR B0531+21, 1H 0531+219, 2EG J0534+2158, 3A 0531+219, 3EG J0534+2200, 4U 0531+21, Crab Nebula, Tau",Crab,J0534+220,Crab,Crab,noFermi,noFermi,no
IGR J05347-6015,9999,83.678,-60.258,"1SXPS J053430.8-601617,",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05346-5759,1600,83.71042,-58.027584,"V* TW Pic, 2MASS J05345057-5841406",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0535.0-6700,1300,83.77458,-67.00444,"GRV 0535-6702, RGC 28",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05352-0523,3600,83.81875,-5.387222,Trapezium Cluster,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SN 1987A,9100,83.875,-69.26666999999999,LMC S,noMaxi,noMaxi,SN 1987A,SN1987A,noFermi,noFermi,yes
RX J0535.6-6651,1316,83.91875,-66.86471999999999,"X 0535-668, 1A 0538-66, 1RXS J053539.0-665158, A 0538-67",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0535.8-6530,1100,83.97417,-65.509445,1RXS J053555.0-653039,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PSR J0537-6910,9999,84.008,-69.124,0.0,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05373-8424,9999,84.34200000000001,-84.40799999999999,0.0,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0537-441,7200,84.70983000000003,-44.085808,"2E 0537.3-4406, 2EG J0536-4348, 3EG J0540-4402, RX J0538.8-4405, 1RXS J053850.2-440504, PKS 0537-441, 1Jy 0537-441, IRAS F05373-",noMaxi,noMaxi,QSO B0537-441,QSOB0537-441,noFermi,noFermi,yes
1A 0535+262,1316,84.72737,26.315779,"HD 245770, V* V725 Tau, 1H 0536+263, 3A 0535+262, 1RXS J053855.1+261843, 4U 0538+26",A 0535+262,J0538+263,1A 0535+262,1A0535p262,A 0535+26,a0535,no
LMC X-3,1300,84.73421,-64.08225,"RX J0538.9-6405, 1H 0538-641, 3A 0539-641, 4U 0538-64, 1RXS J053855.6-640457, CAL 70",LMC X-3,J0538-640,LMC X-3,LMCX-3,noFermi,noFermi,yes
LMC X-1,1230,84.91125,-69.74333,"RX J0539.7-6944, 1H 0540-697, 2E 0540.0-6946, 3A 0540-697, 4U 0540-69, 1RXS J053938.8-694515, CAL 78",LMC X-1,J0539-697,LMC X-1,LMCX-1,noFermi,noFermi,yes
QSO J0539-2839,7000,84.97625,-28.665556,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PSR B0540-69.3,1010,85.032166,-69.33475,"1RXS J054011.5-692011, 2E 0540.3-6922, CAL 79, PKS J0540-6920, RX J0540.2-6920, SNR 279.7-31.5",noMaxi,noMaxi,PSR B0540-69.3,PSRB0540-69.3,noFermi,noFermi,yes
RX J0541.4-6936,1100,85.33396,-69.60647,GEN# +8.58690271,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05414-6858,1300,85.36125,-69.02360999999999,"2MASS 05412663-6901224(?), USNO-B1.0 0209-0129816(?",noMaxi,noMaxi,IGR J05414-6858,IGRJ05414-6858,noFermi,noFermi,yes
SWIFT J0541.5-6826,1100,85.3946,-68.4306,"XMMU J054134.7-682550, used counterpart coordinates",noMaxi,noMaxi,XMMU J054134.7-682550,XMMUJ054134.7-682550,noFermi,noFermi,yes
RX J0541.5-6833,1100,85.40654,-68.54256,RX J0541.6-6832,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0542-0655,7200,85.5,-6.9,QSO 0539-057 ?,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
BY Cam,1630,85.70375,60.858833,"V* BY Cam, 1H 0533+607, 4U 0541+60, H 0538+608",BY Cam,J0542+608,BY Cam,BYCam,noFermi,noFermi,yes
CAL 83,1400,85.89375,-68.371666,"2E 0543.7-6822, RX J0543.6-6822, 1RXS J054334.5-68221",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
AX J0544.1-7100,1316,86.02625,-71.013885,"RX J0544.1-7100, SAX J0544.1-7100",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
H 0544-665,1300,86.06458,-66.56389,1RXS J054450.0-663445,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0544.4+5909,7000,86.086,59.14100000000001,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
MAXI J0545+043,9999,86.44,4.32,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2EG J0545+3943,1700,86.5,39.8,"3EG J0546+3948, GRO J0544+39",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
CAL 87,1400,86.70125,-71.15666999999998,"1RXS J054648.3-710924, 2E 0547.5-7109",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05470+5034,7106,86.81200000000004,50.640415000000004,"SWIFT J0547.4+5042, 2MASX J05471492+5038251",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0559-57,1500,87.0875,-57.531666,1H 0547-575,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0549.7-6812,9999,87.52725,-68.24864000000001,"USNO-B1.0 0217-0105057, 1RXS J055007.0-681451, 2MASS 05500656-6814559",Swift J0549.7-6812,J0550-682,SWIFT J0549.7-6812,SWIFTJ0549.7-6812,noFermi,noFermi,yes
QSO B0548-322,1500,87.66917,-32.27122,"1H 0548-322, 1RXS J055040.7-321619, 2E 0548.8-3216, 4U 0543-31, PKS 0548-322, RX J0550.6-3216, USNO-A2.0 0525-0241651",noMaxi,noMaxi,PKS 0548-322,PKS0548-322,noFermi,noFermi,yes
IGR J05511-1218,9999,87.80417,-12.244166,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2EGS J0552-1026,1700,88.0,-10.4,"2EG J0552-1026, GRO J0552-104",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
NGC 2110,7106,88.04741999999996,-7.456222,"1H 0551-074, 2E 0549.7-0727, RX J055208-07276, IRAS F05497-0728",NGC 2110,J0552-074,NGC 2110,NGC2110,noFermi,noFermi,yes
IGR J05535+0257,9999,88.374,2.957,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J05549+6318,9999,88.68299999999998,63.31399999999999,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
MCG+08-11-011,7105,88.72346,46.43939,"UGC 3374, 1AXG J055452+4626, 1H 0551+463, 1RXS J055453.6+462625, 2E 0551.1+4625, 4U 0558+46, IRAS F05511+4625, 7C 055109.60+4625",MCG +08-11-011,J0554+464,MCG +8-11-11,MCGp8-11-11,noFermi,noFermi,yes
4U 0553-48,1500,88.75,-48.7,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
1H 0556+286,1300,88.97792,28.785,4U 05+8+29,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2EGS J0555+0408,1700,89.0,4.2,"2EG J0555+0408, 3EG J0556+0409",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
EXO 055620-3820.2,7104,89.50833,-38.33361,"LEDA 75476, 1H 0555-384, 1AXG J055802-3821, 1RXS J055802.0-382001, 3A 0557-385, 4U 0557-38, IRAS F05563-3820",noMaxi,noMaxi,LEDA 75476,LEDA75476,noFermi,noFermi,yes
SWIFT J0558.0+5352,1600,89.531,53.912,V* V405 Aur,noMaxi,noMaxi,V405 Aur,V405Aur,noFermi,noFermi,yes
IGR J05583-1257,9999,89.571,-12.962,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PKS 0558-504,7104,89.9475,-50.4475,"[VV96] J055947.4-502651, 1AXG J055945-5025, 1H 0557-503, 1RXS J055946.5-502640, IRAS F05585-5026, PKS J0559-5026, QSO B0558-504",noMaxi,noMaxi,QSO B0558-504,QSOB0558-504,noFermi,noFermi,yes
IRAS 05589+2828,7104,90.54042,28.471390000000003,SWIFT J0602.282829,noMaxi,noMaxi,SWIFT J0602.2+2829,SWIFTJ0602.2p2829,noFermi,noFermi,yes
SWIFT J0601.9-8636,7106,91.41292,-86.63110999999998,"ESO 5-4?, LEDA 18394?",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06058-2755,7105,91.454,-27.911139000000002,1RXS J060548.1-275439,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06073-0024,7204,91.73929,-0.41602778,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06074+2205,1300,91.860916,22.096556,"2MASS J06072661+2205477, NVSS J060718+220452, CXOU J060726.6+220547, USNO-B1.0 1120-00112757",IGR J06074+2205,J0607+220,IGR J06074+2205,IGRJ06074p2205,noFermi,noFermi,yes
IGR J06075-6148,7000,91.899,-61.81399999999999,"3XMM J060730.3-614827,ESO 121-G006",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
V347 Pup,1500,92.63979,-48.74053,"V* V347 Pup, 4U 0608-49",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PKS 0611-663,7000,92.93,-66.40833,"MRC 0611-663, PMN J0611-6624, RX J0611.7-6624",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Mrk 3,7106,93.90129,71.037476,"UGC 3426, Mkn 3, 1AXG J061539+7101, 2E 0609.8+7102, RX J0615.6+7102, 1RXS J061533.6+710207, IRAS F06098+7103",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Fermi J0617-4026,7300,94.0,-40.36111,WISE J061647.1-402142.8,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0616-3310,1700,94.15,-33.17,PKS J0617-3259 ?,noMaxi,noMaxi,0FGL J0614.3-3330,0FGLJ0614.3-3330,noFermi,noFermi,yes
2EG J0617-0652,1700,94.25,-7.3,"3EG J0616-0720, GRO J0605-09",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
H 0614+091,1480,94.28041999999999,9.136944,"V* V1055 Ori, 1H 0610+091, 1RXS J061707.4+090812, 2S 0614+091, 3A 0614+091, 4U 0614+09, 4U 0614+091",H 0614+091,J0617+091,4U 0614+09,4U0614p09,noFermi,noFermi,yes
4U 0614+15,1500,94.5,15.3,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SNR 189.1+03.0,3200,94.51125,22.66,"1H 0612+226, 2EG J0618+2234, 3A 0614+224, 3EG J0617+2238, 4U 0617+23, IC 443, GeV J0617+2237, GRO J0617+22, PKS 0615+226",IC 443 SNR,J0616+224,0FGL J0617.4+2234,0FGLJ0617.4p2234,noFermi,noFermi,yes
IGR J06212+5443,9999,95.314,54.675,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PMN J0619-1140,7200,95.575,-11.666667,"3EG J0622-1139, TXS 0616-116",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
1A 0620-00,1436,95.685,-0.345833,"V* V616 Mon, 3A 0620-003, Mon X-1, 1XRS 06201-003, Nova Mon 1975",A 0620-00,J0622-003,1A 0620-00,1A0620-00,noFermi,noFermi,yes
SWIFT J0623.3-6438,9999,95.78399999999999,-64.58,2MASX J06230765-6436211,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PMN J0623-3350,7311,95.91625,-33.83736,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06239-6052,7106,95.94,-60.97916800000001,"SUMSS J062346-605222, ESO 121-IG 02",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0623.8-3215,7000,95.979,-32.185,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
ClG 0626-54,5000,96.05,-54.014442,"1H 0623-539, 3A 0624-546, 4U 0627-54, H 0630-541",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0621+11,1500,96.25,11.8,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06253+7334,1640,96.34167,73.60194399999997,"V* MU Cam, 1RXS J062518.2+743433",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
MRC 0625-536,7000,96.58083,-53.692780000000006,"ESO 161-7, RX J0626.3-5342 1RXS J062619.2-534141, PKS 0625-536, PKS J0626-5341, 1Jy 0625-53",MRC 0625-536,J0626-536,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0628+1847,1700,97.25,18.8,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06292+4858,9999,97.30654,49.023582,LEDA 2331486?,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06293-1359,7106,97.33425,-13.9233055,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PSR B0628-28,1500,97.706375,-28.578777000000002,"4U 0628-28, PSR J0630-2834, PMN J0630-2834, TXS 0628-285",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0627+67,5100,98.0,67.6,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06323+1048,9999,98.073,10.802999999999999,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
UGC 3478,7104,98.19516999999999,63.67328000000001,"1RXS J063248.0+634026, IRAS 06280+6342, RX J0632.7+6340",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3EG J0631+0642,1700,98.25,6.8,GeV J0633+0645,noMaxi,noMaxi,PSR J0633+06,PSRJ0633p06,noFermi,noFermi,yes
Geminga,1800,98.475624,17.77025,"SN 437, 2E 0631.0+1748, 2EG J0633+1745, 3EG J0633+1751, 1RXS J063354.1+174612, GeV J0634+1746, PSR B0630+18",noMaxi,noMaxi,Geminga,Geminga,noFermi,noFermi,yes
SWIFT J0634.7-7445,9999,98.712,-74.764,2MASS J06340353-7446377,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SNR 205.0+00.5,3200,98.75,5.3,"1E 0632.0+0600, 2EG J0635+0521, 3EG J0634+0521, GRO J0635+05",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SAX J0635.2+0533,1310,98.8225,5.555833,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PKS 0637-752,7205,98.943794,-75.27133,"[VV96] J063546.5-751617, 2E 0637.4-7513, RX J0635.7-7516, 1RXS J063547.2-751617, IRAS F06374-7513, QSO B0637-752, PKS J0635-7516",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PKS 0634-205,7106,99.13409,-20.5815,"[HB91] 0634-205, IRAS F06343-2032",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06380-7536,9999,99.525,-75.616,"2E 0639.5-7535,2MASX J06374318-7538458",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0627-38,1500,99.72083,-38.81333,1H 0637-387,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J063933.6+0549,2700,99.89012,5.821556,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0640.4-2554,7104,100.04870600000001,-25.89539,"ESO 490-26,IRAS 06381-2550, MCG-04-16-015, 1RXS J064011.5-235337",noMaxi,noMaxi,ESO 490- 26,ESO490-26,noFermi,noFermi,yes
IGR J06415+3251,7106,100.34583,32.9275,SWIFT J0641.323257,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06414-4329,9999,100.375,-43.50100000000001,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PMN J0641-0320,7500,100.46291,-3.346833,Fermi J0641-0317,noMaxi,noMaxi,Fermi J0641-0317,FermiJ0641-0317,noFermi,noFermi,yes
QSO B0636+680,7200,100.51775,67.976555,"[VV96] J064204.0+675836, QSO J0642+6758, S4 0636+68",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J06421-5305,9999,100.603,-53.081,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0648.0-4419,1210,102.01958499999999,-44.316223,"HD 49798, RX J0648.1-4419, 1RXS J064804.4-441905",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
NGC 2273,7106,102.53604,60.845585,"Mrk 620, IRAS F06456+6054",noMaxi,noMaxi,Mrk 6,Mrk6,noFermi,noFermi,yes
IGR J06503-7742,7000,102.59899999999999,-77.70100000000002,"XMMSL1 J064954.6-774216,2MASX J06495436-7742143",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4C 41.17,7000,102.71709,41.508472,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
